tick_index  elapsed_minutes   item_name           batch_size_decided
1266        6330              ribbon              1
1267        6335              string              1
1267        6335              wood                1
1268        6340              string              1
1268        6340              wood                1
1269        6345              metal               1
1269        6345              string              1
1269        6345              wood                1
1269        6345              ribbon              1
1269        6345              needles             1
1270        6350              string              1
1270        6350              wood                1
1271        6355              string              1
1271        6355              wood                1
1272        6360              bronze              1
1272        6360              metal               1
1272        6360              string              1
1272        6360              wood                1
1272        6360              ribbon              1
1272        6360              silver              1
1273        6365              string              1
1273        6365              wood                1
1274        6370              string              1
1274        6370              wood                1
1275        6375              metal               1
1275        6375              string              1
1275        6375              wood                1
1275        6375              ribbon              1
1276        6380              string              1
1276        6380              wood                1
1277        6385              string              1
1277        6385              wood                1
1278        6390              bronze              1
1278        6390              metal               1
1278        6390              string              1
1278        6390              wood                1
1278        6390              ribbon              1
1279        6395              string              1
1279        6395              wood                1
1280        6400              string              1
1280        6400              wood                1
1281        6405              metal               1
1281        6405              string              1
1281        6405              wood                1
1281        6405              ribbon              1
1281        6405              needles             1
1282        6410              string              1
1282        6410              wood                1
1283        6415              string              1
1283        6415              wood                1
1284        6420              bronze              1
1284        6420              metal               1
1284        6420              string              1
1284        6420              wood                1
1284        6420              ribbon              1
1285        6425              string              1
1285        6425              wood                1
1286        6430              string              1
1286        6430              wood                1
1287        6435              metal               1
1287        6435              string              1
1287        6435              wood                1
1287        6435              ribbon              1
1287        6435              sparkles            1
1288        6440              string              1
1288        6440              wood                1
1289        6445              string              1
1289        6445              wood                1
1290        6450              bronze              1
1290        6450              metal               1
1290        6450              string              1
1290        6450              wood                1
1290        6450              ribbon              1
1291        6455              string              1
1291        6455              wood                1
1292        6460              string              1
1292        6460              wood                1
1293        6465              metal               1
1293        6465              string              1
1293        6465              wood                1
1293        6465              ribbon              1
1293        6465              needles             1
1294        6470              string              1
1294        6470              wood                1
1295        6475              string              1
1295        6475              wood                1
1296        6480              bronze              1
1296        6480              metal               1
1296        6480              string              1
1296        6480              wood                1
1296        6480              ribbon              1
1296        6480              silver              1
1296        6480              waterstone          1
1297        6485              string              1
1297        6485              wood                1
1298        6490              string              1
1298        6490              wood                1
1299        6495              metal               1
1299        6495              string              1
1299        6495              wood                1
1299        6495              ribbon              1
1300        6500              string              1
1300        6500              wood                1
1301        6505              string              1
1301        6505              wood                1
1302        6510              bronze              1
1302        6510              metal               1
1302        6510              string              1
1302        6510              wood                1
1302        6510              ribbon              1
1303        6515              string              1
1303        6515              wood                1
1304        6520              string              1
1304        6520              wood                1
1305        6525              metal               1
1305        6525              string              1
1305        6525              wood                1
1305        6525              ribbon              1
1305        6525              needles             1
1306        6530              string              1
1306        6530              wood                1
1307        6535              string              1
1307        6535              wood                1
1308        6540              bronze              1
1308        6540              metal               1
1308        6540              string              1
1308        6540              wood                1
1308        6540              ribbon              1
1309        6545              string              1
1309        6545              wood                1
1310        6550              string              1
1310        6550              wood                1
1311        6555              metal               1
1311        6555              string              1
1311        6555              wood                1
1311        6555              ribbon              1
1311        6555              sparkles            1
1312        6560              string              1
1312        6560              wood                1
1313        6565              string              1
1313        6565              wood                1
1314        6570              bronze              1
1314        6570              metal               1
1314        6570              string              1
1314        6570              wood                1
1314        6570              ribbon              1
1315        6575              string              1
1315        6575              wood                1
1316        6580              string              1
1316        6580              wood                1
1317        6585              metal               1
1317        6585              string              1
1317        6585              wood                1
1317        6585              ribbon              1
1317        6585              needles             1
1318        6590              string              1
1318        6590              wood                1
1319        6595              string              1
1319        6595              wood                1
1320        6600              bronze              1
1320        6600              metal               1
1320        6600              string              1
1320        6600              wood                1
1320        6600              ribbon              1
1320        6600              silver              1
1321        6605              string              1
1321        6605              wood                1
1322        6610              string              1
1322        6610              wood                1
1323        6615              metal               1
1323        6615              string              1
1323        6615              wood                1
1323        6615              ribbon              1
1324        6620              string              1
1324        6620              wood                1
1325        6625              string              1
1325        6625              wood                1
1326        6630              bronze              1
1326        6630              metal               1
1326        6630              string              1
1326        6630              wood                1
1326        6630              ribbon              1
1327        6635              string              1
1327        6635              wood                1
1328        6640              string              1
1328        6640              wood                1
1329        6645              metal               1
1329        6645              string              1
1329        6645              wood                1
1329        6645              ribbon              1
1329        6645              needles             1
1330        6650              string              1
1330        6650              wood                1
1331        6655              string              1
1331        6655              wood                1
1332        6660              bronze              1
1332        6660              metal               1
1332        6660              string              1
1332        6660              wood                1
1332        6660              ribbon              1
1333        6665              string              1
1333        6665              wood                1
1334        6670              string              1
1334        6670              wood                1
1335        6675              metal               1
1335        6675              string              1
1335        6675              wood                1
1335        6675              ribbon              1
1335        6675              sparkles            1
1336        6680              string              1
1336        6680              wood                1
1337        6685              string              1
1337        6685              wood                1
1338        6690              bronze              1
1338        6690              metal               1
1338        6690              string              1
1338        6690              wood                1
1338        6690              ribbon              1
1339        6695              string              1
1339        6695              wood                1
1340        6700              string              1
1340        6700              wood                1
1341        6705              metal               1
1341        6705              string              1
1341        6705              wood                1
1341        6705              ribbon              1
1341        6705              needles             1
1342        6710              string              1
1342        6710              wood                1
1343        6715              string              1
1343        6715              wood                1
1344        6720              bronze              1
1344        6720              metal               1
1344        6720              string              1
1344        6720              wood                1
1344        6720              ribbon              1
1344        6720              silver              1
1345        6725              string              1
1345        6725              wood                1
1346        6730              string              1
1346        6730              wood                1
1347        6735              metal               1
1347        6735              string              1
1347        6735              wood                1
1347        6735              ribbon              1
1348        6740              string              1
1348        6740              wood                1
1349        6745              string              1
1349        6745              wood                1
1350        6750              bronze              1
1350        6750              metal               1
1350        6750              string              1
1350        6750              wood                1
1350        6750              ribbon              1
1351        6755              string              1
1351        6755              wood                1
1352        6760              string              1
1352        6760              wood                1
1353        6765              metal               1
1353        6765              string              1
1353        6765              wood                1
1353        6765              ribbon              1
1353        6765              needles             1
1354        6770              string              1
1354        6770              wood                1
1355        6775              string              1
1355        6775              wood                1
1356        6780              bronze              1
1356        6780              metal               1
1356        6780              string              1
1356        6780              wood                1
1356        6780              ribbon              1
1357        6785              string              1
1357        6785              wood                1
1358        6790              string              1
1358        6790              wood                1
1359        6795              metal               1
1359        6795              string              1
1359        6795              wood                1
1359        6795              ribbon              1
1359        6795              sparkles            1
1360        6800              string              1
1360        6800              wood                1
1361        6805              string              1
1361        6805              wood                1
1362        6810              bronze              1
1362        6810              metal               1
1362        6810              string              1
1362        6810              wood                1
1362        6810              ribbon              1
1363        6815              string              1
1363        6815              wood                1
1364        6820              string              1
1364        6820              wood                1
1365        6825              metal               1
1365        6825              string              1
1365        6825              wood                1
1365        6825              ribbon              1
1365        6825              needles             1
1366        6830              string              1
1366        6830              wood                1
1367        6835              string              1
1367        6835              wood                1
1368        6840              bronze              1
1368        6840              metal               1
1368        6840              string              1
1368        6840              wood                1
1368        6840              ribbon              1
1368        6840              silver              1
1369        6845              string              1
1369        6845              wood                1
1370        6850              string              1
1370        6850              wood                1
1371        6855              metal               1
1371        6855              string              1
1371        6855              wood                1
1371        6855              ribbon              1
1372        6860              string              1
1372        6860              wood                1
1373        6865              string              1
1373        6865              wood                1
1374        6870              bronze              1
1374        6870              metal               1
1374        6870              string              1
1374        6870              wood                1
1374        6870              ribbon              1
1375        6875              string              1
1375        6875              wood                1
1376        6880              string              1
1376        6880              wood                1
1377        6885              metal               1
1377        6885              string              1
1377        6885              wood                1
1377        6885              ribbon              1
1377        6885              needles             1
1378        6890              string              1
1378        6890              wood                1
1379        6895              string              1
1379        6895              wood                1
1380        6900              bronze              1
1380        6900              metal               1
1380        6900              string              1
1380        6900              wood                1
1380        6900              ribbon              1
1381        6905              string              1
1381        6905              wood                1
1382        6910              string              1
1382        6910              wood                1
1383        6915              metal               1
1383        6915              string              1
1383        6915              wood                1
1383        6915              ribbon              1
1383        6915              sparkles            1
1384        6920              string              1
1384        6920              wood                1
1385        6925              string              1
1385        6925              wood                1
1386        6930              bronze              1
1386        6930              metal               1
1386        6930              string              1
1386        6930              wood                1
1386        6930              ribbon              1
1387        6935              string              1
1387        6935              wood                1
1388        6940              string              1
1388        6940              wood                1
1389        6945              metal               1
1389        6945              string              1
1389        6945              wood                1
1389        6945              ribbon              1
1389        6945              needles             1
1390        6950              string              1
1390        6950              wood                1
1391        6955              string              1
1391        6955              wood                1
1392        6960              bronze              1
1392        6960              metal               1
1392        6960              string              1
1392        6960              wood                1
1392        6960              ribbon              1
1392        6960              silver              1
1393        6965              string              1
1393        6965              wood                1
1394        6970              string              1
1394        6970              wood                1
1395        6975              metal               1
1395        6975              string              1
1395        6975              wood                1
1395        6975              ribbon              1
1396        6980              string              1
1396        6980              wood                1
1397        6985              string              1
1397        6985              wood                1
1398        6990              bronze              1
1398        6990              metal               1
1398        6990              string              1
1398        6990              wood                1
1398        6990              ribbon              1
1399        6995              string              1
1399        6995              wood                1
1400        7000              string              1
1400        7000              wood                1
1401        7005              metal               1
1401        7005              string              1
1401        7005              wood                1
1401        7005              ribbon              1
1401        7005              needles             1
1402        7010              string              1
1402        7010              wood                1
1403        7015              string              1
1403        7015              wood                1
1404        7020              bronze              1
1404        7020              metal               1
1404        7020              string              1
1404        7020              wood                1
1404        7020              ribbon              1
1405        7025              string              1
1405        7025              wood                1
1406        7030              string              1
1406        7030              wood                1
1407        7035              metal               1
1407        7035              string              1
1407        7035              wood                1
1407        7035              ribbon              1
1407        7035              sparkles            1
1408        7040              string              1
1408        7040              wood                1
1409        7045              string              1
1409        7045              wood                1
1410        7050              bronze              1
1410        7050              metal               1
1410        7050              string              1
1410        7050              wood                1
1410        7050              ribbon              1
1411        7055              string              1
1411        7055              wood                1
1412        7060              string              1
1412        7060              wood                1
1413        7065              metal               1
1413        7065              string              1
1413        7065              wood                1
1413        7065              ribbon              1
1413        7065              needles             1
1414        7070              string              1
1414        7070              wood                1
1415        7075              string              1
1415        7075              wood                1
1416        7080              bronze              1
1416        7080              metal               1
1416        7080              string              1
1416        7080              wood                1
1416        7080              ribbon              1
1416        7080              silver              1
1417        7085              string              1
1417        7085              wood                1
1418        7090              string              1
1418        7090              wood                1
1419        7095              metal               1
1419        7095              string              1
1419        7095              wood                1
1419        7095              ribbon              1
1420        7100              string              1
1420        7100              wood                1
1421        7105              string              1
1421        7105              wood                1
1422        7110              bronze              1
1422        7110              metal               1
1422        7110              string              1
1422        7110              wood                1
1422        7110              ribbon              1
1423        7115              string              1
1423        7115              wood                1
1424        7120              string              1
1424        7120              wood                1
1425        7125              metal               1
1425        7125              string              1
1425        7125              wood                1
1425        7125              ribbon              1
1425        7125              needles             1
1426        7130              string              1
1426        7130              wood                1
1427        7135              string              1
1427        7135              wood                1
1428        7140              bronze              1
1428        7140              metal               1
1428        7140              string              1
1428        7140              wood                1
1428        7140              ribbon              1
1429        7145              string              1
1429        7145              wood                1
1430        7150              string              1
1430        7150              wood                1
1431        7155              metal               1
1431        7155              string              1
1431        7155              wood                1
1431        7155              ribbon              1
1431        7155              sparkles            1
1432        7160              string              1
1432        7160              wood                1
1433        7165              string              1
1433        7165              wood                1
1434        7170              bronze              1
1434        7170              metal               1
1434        7170              string              1
1434        7170              wood                1
1434        7170              ribbon              1
1435        7175              string              1
1435        7175              wood                1
1436        7180              string              1
1436        7180              wood                1
1437        7185              metal               1
1437        7185              string              1
1437        7185              wood                1
1437        7185              ribbon              1
1437        7185              needles             1
1438        7190              string              1
1438        7190              wood                1
1439        7195              string              1
1439        7195              wood                1
1440        7200              bronze              1
1440        7200              metal               1
1440        7200              string              1
1440        7200              wood                1
1440        7200              ribbon              1
1440        7200              silver              1
1440        7200              waterstone          1
1440        7200              elementstone        1
1441        7205              string              1
1441        7205              wood                1
1442        7210              string              1
1442        7210              wood                1
1443        7215              metal               1
1443        7215              string              1
1443        7215              wood                1
1443        7215              ribbon              1
1444        7220              string              1
1444        7220              wood                1
1445        7225              string              1
1445        7225              wood                1
1446        7230              bronze              1
1446        7230              metal               1
1446        7230              string              1
1446        7230              wood                1
1446        7230              ribbon              1
1447        7235              string              1
1447        7235              wood                1
1448        7240              string              1
1448        7240              wood                1
1449        7245              metal               1
1449        7245              string              1
1449        7245              wood                1
1449        7245              ribbon              1
1449        7245              needles             1
1450        7250              string              1
1450        7250              wood                1
1451        7255              string              1
1451        7255              wood                1
1452        7260              bronze              1
1452        7260              metal               1
1452        7260              string              1
1452        7260              wood                1
1452        7260              ribbon              1
1453        7265              string              1
1453        7265              wood                1
1454        7270              string              1
1454        7270              wood                1
1455        7275              metal               1
1455        7275              string              1
1455        7275              wood                1
1455        7275              ribbon              1
1455        7275              sparkles            1
1456        7280              string              1
1456        7280              wood                1
1457        7285              string              1
1457        7285              wood                1
1458        7290              bronze              1
1458        7290              metal               1
1458        7290              string              1
1458        7290              wood                1
1458        7290              ribbon              1
1459        7295              string              1
1459        7295              wood                1
1460        7300              string              1
1460        7300              wood                1
1461        7305              metal               1
1461        7305              string              1
1461        7305              wood                1
1461        7305              ribbon              1
1461        7305              needles             1
1462        7310              string              1
1462        7310              wood                1
1463        7315              string              1
1463        7315              wood                1
1464        7320              bronze              1
1464        7320              metal               1
1464        7320              string              1
1464        7320              wood                1
1464        7320              ribbon              1
1464        7320              silver              1
1465        7325              string              1
1465        7325              wood                1
1466        7330              string              1
1466        7330              wood                1
1467        7335              metal               1
1467        7335              string              1
1467        7335              wood                1
1467        7335              ribbon              1
1468        7340              string              1
1468        7340              wood                1
1469        7345              string              1
1469        7345              wood                1
1470        7350              bronze              1
1470        7350              metal               1
1470        7350              string              1
1470        7350              wood                1
1470        7350              ribbon              1
1471        7355              string              1
1471        7355              wood                1
1472        7360              string              1
1472        7360              wood                1
1473        7365              metal               1
1473        7365              string              1
1473        7365              wood                1
1473        7365              ribbon              1
1473        7365              needles             1
1474        7370              string              1
1474        7370              wood                1
1475        7375              string              1
1475        7375              wood                1
1476        7380              bronze              1
1476        7380              metal               1
1476        7380              string              1
1476        7380              wood                1
1476        7380              ribbon              1
1477        7385              string              1
1477        7385              wood                1
1478        7390              string              1
1478        7390              wood                1
1479        7395              metal               1
1479        7395              string              1
1479        7395              wood                1
1479        7395              ribbon              1
1479        7395              sparkles            1
1480        7400              string              1
1480        7400              wood                1
1481        7405              string              1
1481        7405              wood                1
1482        7410              bronze              1
1482        7410              metal               1
1482        7410              string              1
1482        7410              wood                1
1482        7410              ribbon              1
1483        7415              string              1
1483        7415              wood                1
1484        7420              string              1
1484        7420              wood                1
1485        7425              metal               1
1485        7425              string              1
1485        7425              wood                1
1485        7425              ribbon              1
1485        7425              needles             1
1486        7430              string              1
1486        7430              wood                1
1487        7435              string              1
1487        7435              wood                1
1488        7440              bronze              1
1488        7440              metal               1
1488        7440              string              1
1488        7440              wood                1
1488        7440              ribbon              1
1488        7440              silver              1
1489        7445              string              1
1489        7445              wood                1
1490        7450              string              1
1490        7450              wood                1
1491        7455              metal               1
1491        7455              string              1
1491        7455              wood                1
1491        7455              ribbon              1
1492        7460              string              1
1492        7460              wood                1
1493        7465              string              1
1493        7465              wood                1
1494        7470              bronze              1
1494        7470              metal               1
1494        7470              string              1
1494        7470              wood                1
1494        7470              ribbon              1
1495        7475              string              1
1495        7475              wood                1
1496        7480              string              1
1496        7480              wood                1
1497        7485              metal               1
1497        7485              string              1
1497        7485              wood                1
1497        7485              ribbon              1
1497        7485              needles             1
1498        7490              string              1
1498        7490              wood                1
1499        7495              string              1
1499        7495              wood                1
1500        7500              bronze              1
1500        7500              metal               1
1500        7500              string              1
1500        7500              wood                1
1500        7500              ribbon              1
1501        7505              string              1
1501        7505              wood                1
1502        7510              string              1
1502        7510              wood                1
1503        7515              metal               1
1503        7515              string              1
1503        7515              wood                1
1503        7515              ribbon              1
1503        7515              sparkles            1
1504        7520              string              1
1504        7520              wood                1
1505        7525              string              1
1505        7525              wood                1
1506        7530              bronze              1
1506        7530              metal               1
1506        7530              string              1
1506        7530              wood                1
1506        7530              ribbon              1
1507        7535              string              1
1507        7535              wood                1
1508        7540              string              1
1508        7540              wood                1
1509        7545              metal               1
1509        7545              string              1
1509        7545              wood                1
1509        7545              ribbon              1
1509        7545              needles             1
1510        7550              string              1
1510        7550              wood                1
1511        7555              string              1
1511        7555              wood                1
1512        7560              bronze              1
1512        7560              metal               1
1512        7560              string              1
1512        7560              wood                1
1512        7560              ribbon              1
1512        7560              silver              1
1513        7565              string              1
1513        7565              wood                1
1514        7570              string              1
1514        7570              wood                1
1515        7575              metal               1
1515        7575              string              1
1515        7575              wood                1
1515        7575              ribbon              1
1516        7580              string              1
1516        7580              wood                1
1517        7585              string              1
1517        7585              wood                1
1518        7590              bronze              1
1518        7590              metal               1
1518        7590              string              1
1518        7590              wood                1
1518        7590              ribbon              1
1519        7595              string              1
1519        7595              wood                1
1520        7600              string              1
1520        7600              wood                1
1521        7605              metal               1
1521        7605              string              1
1521        7605              wood                1
1521        7605              ribbon              1
1521        7605              needles             1
1522        7610              string              1
1522        7610              wood                1
1523        7615              string              1
1523        7615              wood                1
1524        7620              bronze              1
1524        7620              metal               1
1524        7620              string              1
1524        7620              wood                1
1524        7620              ribbon              1
1525        7625              string              1
1525        7625              wood                1
1526        7630              string              1
1526        7630              wood                1
1527        7635              metal               1
1527        7635              string              1
1527        7635              wood                1
1527        7635              ribbon              1
1527        7635              sparkles            1
1528        7640              string              1
1528        7640              wood                1
1529        7645              string              1
1529        7645              wood                1
1530        7650              bronze              1
1530        7650              metal               1
1530        7650              string              1
1530        7650              wood                1
1530        7650              ribbon              1
1531        7655              string              1
1531        7655              wood                1
1532        7660              string              1
1532        7660              wood                1
1533        7665              metal               1
1533        7665              string              1
1533        7665              wood                1
1533        7665              ribbon              1
1533        7665              needles             1
1534        7670              string              1
1534        7670              wood                1
1535        7675              string              1
1535        7675              wood                1
1536        7680              bronze              1
1536        7680              metal               1
1536        7680              string              1
1536        7680              wood                1
1536        7680              ribbon              1
1536        7680              silver              1
1537        7685              string              1
1537        7685              wood                1
1538        7690              string              1
1538        7690              wood                1
1539        7695              metal               1
1539        7695              string              1
1539        7695              wood                1
1539        7695              ribbon              1
1540        7700              string              1
1540        7700              wood                1
1541        7705              string              1
1541        7705              wood                1
1542        7710              bronze              1
1542        7710              metal               1
1542        7710              string              1
1542        7710              wood                1
1542        7710              ribbon              1
1543        7715              string              1
1543        7715              wood                1
1544        7720              string              1
1544        7720              wood                1
1545        7725              metal               1
1545        7725              string              1
1545        7725              wood                1
1545        7725              ribbon              1
1545        7725              needles             1
1546        7730              string              1
1546        7730              wood                1
1547        7735              string              1
1547        7735              wood                1
1548        7740              bronze              1
1548        7740              metal               1
1548        7740              string              1
1548        7740              wood                1
1548        7740              ribbon              1
1549        7745              string              1
1549        7745              wood                1
1550        7750              string              1
1550        7750              wood                1
1551        7755              metal               1
1551        7755              string              1
1551        7755              wood                1
1551        7755              ribbon              1
1551        7755              sparkles            1
1552        7760              string              1
1552        7760              wood                1
1553        7765              string              1
1553        7765              wood                1
1554        7770              bronze              1
1554        7770              metal               1
1554        7770              string              1
